"Gene","GTEX_BRAIN_all","GTEX_nigra","Astrocyte","DaN","Endothelial","GABA","Microglia","ODC","OPC"
"EIF2B1",26.9680295342673,18.8380362318841,34.3520900807035,40.646773278946,33.1564522011139,41.6758361444781,43.4708450911911,38.4661257826608,41.1243177705086
"EIF2B2",11.4051772056039,10.1695797101449,17.2842521425996,35.7018105059874,53.3213394521854,26.8816231118001,13.6493285563802,20.0632147933827,11.1802510405934
"EIF3A",33.9705611510791,33.0759420289855,55.1689542127038,52.6730683202143,34.7821759781635,74.6261330272707,79.4125852446286,49.3901628769075,67.658660788012
"EIF3C",2.76805369178342,1.94231884057971,3.34704473149305,1.2101497681353,0,2.63797791007368,3.30141961043249,3.18098131679926,3.97669653446671
"EIF3CL",0.22015606550549,0.158675869565217,1.671161446083,16.1178146627745,0,0,3.54893088457102,2.10095796462795,0.14790774875384
"EIF4A1",86.0039946989777,78.2384782608696,55.3346223004957,89.9408994306526,73.1275994239148,62.7607034491459,60.8564344800345,62.6414916208005,141.739576177326
"EIF4G2",162.328492995078,160.510652173913,70.3989477707067,127.117515929187,144.428868874811,94.5720694161244,56.7526446683895,67.2390823401811,79.2636976655852
"EIF5A",103.408602801969,85.351231884058,26.2967934184994,36.3823389731573,67.5464166854184,40.6069152165149,39.6840000737398,29.3861743754574,30.9838607256638
"ELAC1",2.25395232866338,2.13405724637681,NA,NA,NA,NA,NA,NA,NA
"ELK4",4.62911041272245,3.67441304347826,19.9805553820915,16.6596590572664,79.2220308831959,35.1422352123125,46.4357063588631,41.9900019252039,11.3664513495253
"ELOVL3",0.512424392275653,0.607164565217391,0.0824946378485398,17.4341767120816,0,1.49973829566741,1.06100795755968,0.0632097267127466,0
"ELOVL7",13.2106872396819,20.035231884058,34.6176444677233,42.5364591302975,374.988955451414,44.9243137858446,35.7958742829793,127.250513400586,31.6479347027393
"ELP5",23.3587777357062,17.6590869565217,20.6519460708822,42.9050214998093,33.7270403615103,51.892823933206,28.267423033667,22.3331770085702,36.9511867914097
"EML5",1.28704908746687,0.326612971014493,50.0863619276923,101.271352797343,8.60551506738262,110.196302859096,28.3727264526489,26.7686927283794,86.0671308663602
"ENGASE",11.8221994698978,13.9209057971014,35.6625152803768,13.5516284144318,32.3768643753651,21.3686162005291,16.0283126859794,13.9650674268343,7.39420313486482
"ENHO",241.875085195002,295.344420289855,53.4638792715194,22.9424307210895,48.6883881466027,26.8030671522749,6.76817490239056,3.32962021951978,49.1721457731243
"ENPP1",0.517302222642938,0.939288695652174,41.3751804464896,45.5297085807432,10.7024148743818,16.6916541766164,76.8815728690451,8.75579582685537,20.889234975591
"ENTPD4",15.7417850056797,11.3346304347826,23.8849969465347,33.2451471787948,21.5277916649352,47.81798216996,30.1378747010185,27.6193063851807,37.8112170585695
"ENTPD5",3.723505187429,4.12512826086957,11.894152337201,12.9750279312443,19.5266293649354,11.873047741762,34.4569319168067,17.9001339546737,20.5301188574563
"EOMES",5.1212435800833,0.126672971014493,NA,NA,NA,NA,NA,NA,NA
"EP400",10.929729079894,5.46001449275362,76.2764094654532,51.1999174710796,77.9446511803128,69.8039199037212,90.9518886306296,60.2759820579349,100.443303151563
"EP400P1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPHX1",77.4768617947747,93.6852173913043,151.242540989384,27.5247506705401,183.911837628881,45.3576857229841,36.0582847915417,56.5862295073679,44.2258996479537
"ERCC8",3.31837921241954,3.43181231884058,47.8608888141985,33.6934856849781,53.730941429763,46.9148106244099,58.2672045530089,57.0844084137495,61.0844773518406
"ERG",2.20503173419159,3.07461304347826,7.22109142048501,31.7195439756574,429.293043623401,28.496263114305,31.2957423960198,9.42996061189328,17.9011420275084
"ERG28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERICH6",0.0917303468383188,0.0493878985507246,5.08769190091063,1.9628739964885,7.34430082256169,3.94085561858462,4.34736925880194,4.75158275868046,4.64709545796243
"ERICH6-AS1",4.00165455509277,3.1197152173913,NA,NA,NA,NA,NA,NA,NA
"ETV4",0.830114233244983,0.510692173913043,16.9980496124107,2.32171917809196,48.2426069822343,14.8805724657939,9.49469826238126,26.6860744693993,20.2473418150109
"EYA4",0.544713889814464,1.03129637681159,109.350769616651,112.825822189328,39.3375778681011,24.3422346809971,32.4631476794938,115.353482012038,33.1961736966968
"EZH1",50.227903824309,31.2461594202899,74.7586580300353,53.3228378973923,150.272637613909,55.7830966582976,59.2797505108381,82.257993968497,70.72541006039
"F11R",5.93172358954941,6.54678985507246,2.36275132149633,0,0,3.67259089614685,12.8194078849179,0.288562067039789,5.01091832635469
"F2R",0.959673714502082,1.01462391304348,6.23974818943867,15.4184017029672,2.81942697966065,0,3.70713623725671,0.992911230176943,5.09625055652107
"F2RL1",0.760560801968951,0.811252028985507,0.15716415513108,0,0,0,0.19216356963047,0.560558252522964,0.464952572512841
"F2RL2",0.431599967815222,2.64394326811594,6.30925673344744,1.03263114415531,0,0.43229017391466,4.04023382337917,0.629563703585128,0.281896282464585
"FAHD2A",14.6556603559258,8.17323188405797,34.1845412772506,18.5292850642833,35.4974481211729,40.1531479604723,23.8103771321805,48.4032769901076,40.2431821041871
"FAHD2CP",13.7302127981825,20.2005072463768,NA,NA,NA,NA,NA,NA,NA
"FAM107B",26.2586736084816,44.4203623188406,198.362501538923,52.9905768251494,295.562222500618,26.044606817824,222.368824009102,667.67854940856,97.2261010061631
"FAM126A",1.9890377887164,2.87918260869565,51.7905595649935,140.381688390335,53.4454819568065,28.234530489148,84.7600366850949,112.89301255735,31.3004953045553
"FAM13A",6.19483521393412,2.48180869565217,147.873192242887,35.4195828107851,84.4036176137701,119.425593161982,115.41817932734,35.3085386491873,197.208364980143
"FAM13A-AS1",6.88009053388868,2.31355362318841,NA,NA,NA,NA,NA,NA,NA
"FAM160B2",29.7945248012117,18.8338405797101,37.4343663020317,9.0203666772086,58.104822092855,18.520972305558,17.9549744615297,19.2978624711791,28.2311645944077
"FAM161B",8.91967527451723,6.25663043478261,4.80617391851498,13.7669414243617,8.73843184838212,18.7778790641972,3.22528624415415,3.71733161581376,1.44892887932596
"FAM162A",31.4969935630443,28.4125797101449,63.0343024137205,98.460153096216,119.491041121385,112.791598900377,75.6588493357779,50.3269771588748,62.5904163238958
"FAM167A",14.0526675501704,11.2028913043478,14.3299120829516,1.99760421803671,13.0439319628509,0.71636983882395,0,0.760804148029547,1.83057578569941
"FAM167A-AS1",0.802188000757289,0.692180434782609,NA,NA,NA,NA,NA,NA,NA
"FAM171A1",69.7510541461568,60.3751449275362,302.481421423238,91.7909520351417,247.727040439824,160.812758651713,123.77543757206,401.152499888466,127.059940550845
"FAM171A2",16.6012909503976,3.83134782608696,0.837641300392296,8.25549247343086,0,4.54302915370257,1.51908791541633,0.0902126492568281,1.48158138217412
"FAM184B",1.65491812192351,1.35164710144928,79.4680032912888,33.2542124770296,63.3309572136635,83.5909568321244,168.938334474195,88.7605956186928,162.600931379509
"FAM187A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM189B",23.2214687618326,11.7090217391304,16.9208743302644,32.436923428639,15.2306440831374,34.3609348955254,6.94611497495417,11.8454637698289,11.8729813766194
"FAM200B",17.035172283226,14.9648985507246,66.4877677007374,42.5326383563,85.4624595388797,101.306409043671,26.4863481749758,83.7482573068597,54.9660515994018
"FAM205A",0.0336938992805755,0.0104704565217391,NA,NA,NA,NA,NA,NA,NA
"FAM205BP",0.00783493941688754,0.00268907971014493,NA,NA,NA,NA,NA,NA,NA
"FAM205C",0.0696902760318061,0.0355482608695652,NA,NA,NA,NA,NA,NA,NA
"FAM215A",0.118442506626278,0.0725376811594203,NA,NA,NA,NA,NA,NA,NA
"FAM219A",73.5957731919727,76.3636231884058,41.5360808846505,68.3567769304909,84.9092323331275,65.4110391272778,20.8541575963824,35.2495800587689,31.675970332767
"FAM221A",4.69549394168875,5.21396449275362,53.0199007918931,35.6454044711676,61.5026744893181,38.8928697691785,58.6226979388071,113.116807596152,66.16015870961
"FAM229B",24.1599291934873,35.9511086956522,51.4989706999725,75.5388147377563,25.872511224992,86.3619718375333,42.5423042114806,102.117129006809,54.128336856764
"FAM45A",6.1971915562287,5.15263043478261,54.1700928193597,41.8411509558698,53.3484969169736,94.2677184818329,44.6333339747803,61.0354874585872,61.3630818702806
"FAM47E",2.84938106777736,2.9043115942029,0.667484897446491,0,0,1.05202915383191,0,1.58379396643447,0.328205774518039
"FAM47E-STBD1",NA,NA,0.996000120439864,4.24101838029022,0,2.12455634849497,2.30459017251029,1.69123905937764,0
"FAM49B",26.4628345323741,18.1180652173913,394.584669355707,269.002163765854,254.610586527842,356.534021621796,1264.48021445205,413.447666043885,433.030188403351
"FAM53A",0.885433540325634,1.18342246376812,9.78078683219764,1.71393312409269,5.90374765505261,5.63835723040519,9.81693465412402,16.2140668753505,4.3525231468596
"FAM66A",1.25858826202196,0.818118043478261,NA,NA,NA,NA,NA,NA,NA
"FAM66D",2.37855056039379,1.48358985507246,NA,NA,NA,NA,NA,NA,NA
"FAM72A",0.3137904846649,0.217698115942029,2.72330457396761,2.62005072418201,0,8.68580499115405,18.7050981773773,0.309317014409888,0
"FAM72C",0.205282268837562,0.0850346376811594,NA,NA,NA,NA,NA,NA,NA
"FAM85A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM86B1",1.75348682317304,1.12918260869565,3.1428971578238,1.57508784387837,0,0.396569986869568,0,0.558291217041017,1.53421765639048
"FAM86B2",0.536690662627793,0.329402101449275,NA,NA,NA,NA,NA,NA,NA
"FAM90A25P",0.354188129496403,0.145304927536232,NA,NA,NA,NA,NA,NA,NA
"FAM90A2P",0.148513163953048,0.064038768115942,NA,NA,NA,NA,NA,NA,NA
"FAM95A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARP1",4.3175746686861,3.27215217391304,183.349989837793,112.33694987794,298.104649733322,144.020373385883,118.592787411463,34.470719397292,121.563236042086
"FASLG",0.0710385035971223,0.0856225072463768,NA,NA,NA,NA,NA,NA,NA
"FBRS",24.7512374100719,15.8142826086957,14.4024841975855,5.24649036111958,22.2318997884248,15.4429942724251,26.322038801561,19.072136012418,15.8185876143162
"FBRSL1",19.3664108292314,7.46878260869565,32.584828852985,32.929012717675,57.7115139307423,19.515089495996,20.936596577485,20.3888034943155,12.7840123749447
"FBXL15",33.8877879591064,22.4144637681159,15.8661983152498,88.5903145789174,9.08806650455273,82.0020967607921,18.8670659835435,11.5112497993022,21.5765892799573
"FBXL19",24.8979575918213,11.8615434782609,6.74695751824935,1.4783691154391,10.6914139665354,16.7445955814305,11.1528865202966,4.72720851001973,6.92885986120319
"FBXL19-AS1",1.20597663763726,1.49752463768116,NA,NA,NA,NA,NA,NA,NA
"FBXL5",40.3388811056418,36.0404275362319,91.8012177582017,76.3776660497458,93.3237302445152,84.8988864539351,99.3876886931475,103.067712505013,91.2063447245578
"FBXO34",14.0337468383188,5.75017391304348,60.1808834374684,60.3812358161216,52.1867973199999,45.0536129946631,46.3430088884663,21.990035846724,41.3836246537194
"FBXO39",0.0919268644452859,0.066142884057971,NA,NA,NA,NA,NA,NA,NA
"FBXO40",0.319402402120409,0.160814673913043,2.69078758205275,3.07474651346724,2.06061505238084,1.23651426628335,0,1.07761233998386,2.33482943967978
"FBXW12",0.422467525558501,0.207676253623188,4.53482586813692,0,0,1.53455668192016,1.57020856400101,2.00555100024314,4.7429290033024
"FBXW4",41.055441499432,60.0988405797101,71.617982935089,60.9151849005132,50.3372887888543,47.6434264757662,82.8978185271458,72.7172828745874,60.5011116788578
"FCER1G",19.4031514199167,36.3683695652174,51.7195310813651,3.39732506921497,6.33157148481203,0.923977872577911,169.559683327189,8.16078547249009,4.38451245772911
"FCF1",7.28929897765998,7.56540579710145,34.9549060133691,32.8913841596954,69.7683012577643,46.08403825284,52.2616430997718,48.0396544184034,54.7315974146539
"FCF1P2",8.27426565694813,5.71960869565217,NA,NA,NA,NA,NA,NA,NA
"FCGR2A",4.68317566830746,7.87094420289855,116.485095870925,0,17.0921700627185,1.09658501494646,201.467049396544,5.98430162214704,25.4910083763895
"FCGR2B",0.747773449450966,1.03164188405797,0,0,0,0.855077966008943,0.607727252009298,0.336898201394715,0
"FCGR2C",0.924359163195759,1.27556536231884,NA,NA,NA,NA,NA,NA,NA
"FCGR3A",15.2366400757289,33.9392688405797,27.8176709957591,0,16.9862026633452,1.22533252461387,139.419850459332,4.49580492556908,7.55835638919267
"FCGR3B",0.83954240817872,1.39238565217391,NA,NA,NA,NA,NA,NA,NA
"FCRLA",0.216536656948126,0.154449275362319,NA,NA,NA,NA,NA,NA,NA
"FCRLB",1.55441462703521,1.05557391304348,0.980794681645534,4.46450336343818,0.885667421255309,4.22821207214655,0,1.01198399827226,2.45408408673714
"FDFT1",38.5174801211662,36.051152173913,176.71872165607,192.838747771745,135.534405583001,124.45057163594,158.60718499553,233.863663995095,131.399103800554
"FDPS",36.9640465732677,32.0772173913043,95.0568787393139,251.683803972135,161.478664974532,115.370978859809,67.0462376242815,103.67296877367,130.702365826312
"FERMT1",1.68155009087467,2.80563043478261,27.8477521122743,25.719327260872,11.2568977581089,11.0990696792732,10.2142521676842,3.63462472359655,297.8671472943
"FGF11",4.40411749337372,6.38148550724638,11.5035162635352,0,15.1200406681766,2.36902776431722,0.458079957856643,0.844104832440404,2.92953587638842
"FGF17",30.2598475956077,3.69536811594203,1.35586200454855,5.94894082530962,7.67602145485916,19.47171741852,0,1.60474321312986,2.98877078504834
"FGF20",1.19490452480121,1.07319231884058,6.82442737527807,2.40792109724149,9.20597669365443,1.05202915383191,45.3284760237776,1.44589619857522,5.54281184012388
"FGF8",0.34452663006437,0.157815797101449,NA,NA,NA,NA,NA,NA,NA
"FGFBP1",0.0645460015145778,0.0393011594202899,NA,NA,NA,NA,NA,NA,NA
"FGFBP2",0.790620533888678,0.682808405797101,NA,NA,NA,NA,NA,NA,NA
"FGFR3",90.3732741385839,80.7746376811594,330.55445198157,10.9701787456629,152.685443962724,12.8797736847581,21.5308075476873,12.562215219952,83.3608662425559
"FGFRL1",27.8274850435441,11.7431014492754,13.3551908049579,0,2.09381988123854,4.80220136724613,3.30020841725484,7.70377130803191,10.1996989795844
"FKBP10",13.1528833775085,12.8903333333333,61.1922339928726,1.2101497681353,55.3750668225734,2.68205680710562,3.34515950597631,2.85538154618089,35.923028106598
"FKBPL",3.94112904202953,2.91442463768116,1.38057941329014,5.40092748892972,0,2.54580854874578,1.85692400538508,2.84713812522569,0.772597511463415
"FKTN",5.40182211283605,4.07123550724638,42.3487539117193,47.844038641208,59.7482656327957,89.3116704634781,67.9645533822869,89.5153277205546,71.8963231711956
"FLAD1",8.40937940174176,7.14311594202899,22.1860436770294,47.0671397612075,49.4496688146562,27.7317587990646,8.45919698268261,21.7294207299713,17.705596647788
"FLOT1",173.607353275275,148.527101449275,105.627396458814,204.192774120015,72.7290084634429,211.27856151897,229.972621996766,66.030167749827,98.3987596482455
"FLVCR2",1.19074407042787,1.58367753623188,5.19904575172377,1.95563065177258,30.5809042626858,0.944808983243813,121.260050113883,5.3890946630487,1.70902229239573
"FMNL1",20.6430264672473,10.3468333333333,20.6281908076427,5.77410151544833,6.74919560202719,4.46205249784259,87.2706307817308,1.55006579298998,2.14055458436664
"FMO1",0.0769324168875426,0.103104710144928,0.897908137688994,0,13.0439319628509,1.27992463803731,0.849744014615597,1.88392444486477,0.996297757533007
"FMO2",1.29487825444907,1.28622971014493,2.33931674341531,0,57.9455805421449,0,2.14453614518234,0.382387851029096,18.2672838511765
"FMO3",0.683814979174555,0.780448768115942,1.15302645295237,0.542026572310681,2.14568331430827,0,0.464511334076551,0.245826530286519,12.2627563944024
"FMO4",1.23771985990155,2.15137753623188,16.912287279014,6.54422368882676,28.104280190909,1.00044069412576,26.5846638426363,28.6862674163019,3.02972909546897
"FMO6P",0.0115493279060962,0.014089768115942,NA,NA,NA,NA,NA,NA,NA
"FNDC3A",14.4781601666036,10.2318550724638,185.255648673727,137.777281027773,163.943102335952,291.829766929593,252.6716563045,177.749072125879,240.149927963103
"FOS",100.117521393412,85.3926086956522,617.674493765177,29.5704128848642,357.631502461387,80.2897509758307,461.811554505854,31.8622310197778,317.784974591148
"FOXA1",0.21871128057554,2.82933463768116,0,16.7308867226299,0,0.778370636746099,0,0.0679605448260958,0
"FRG2KP",0.00390964407421431,0.00308855072463768,NA,NA,NA,NA,NA,NA,NA
"FSD1L",5.96356785308595,5.78269565217391,56.1884268441205,112.778492089589,52.8194247800758,112.953677042573,18.1899680899985,62.4197555967926,37.8021550992667
"FTO",7.81791173797804,5.78226086956522,353.135931871913,253.084845623941,286.944520112054,374.373002583869,282.829776205902,328.658749803086,290.695836088732
"FUS",68.7743911397198,41.7451884057971,189.044786937292,132.566270693583,228.04368012955,218.305036631029,224.797530577686,195.358054642455,230.865669492749
"FXR2",49.3162673229837,43.0242028985507,20.1006537089343,45.1899916960181,33.0494584831611,43.9132059599777,9.65350290169785,21.7268477969329,20.1056866567071
"FYN",47.4323839454752,41.2785507246377,404.978333208031,147.117588264456,382.318681747148,199.064310741514,113.709136608022,206.751379279938,428.874311381836
"FZD2",1.33301843619841,1.27656420289855,0,0,2.47319061374699,0,2.24921277552857,0.447795469846571,0
"G3BP2",41.2213233623627,27.9199565217391,78.200388458931,175.478600642464,58.5281698925746,155.348575969012,68.7439668843352,80.7217087538596,72.3962924477883
"G6PC",0.0233624721696327,0.00618825362318841,NA,NA,NA,NA,NA,NA,NA
"G6PC2",0.0562013127603181,0.0348139855072464,0,0,0,0,0,0.128254127859105,1.78689810570932
"G6PC3",42.7608640666414,50.5757971014493,22.6282697951849,72.2543244263509,36.0775135516731,38.3901702477295,26.3773626782008,23.5076360595392,53.2700070964746
"GABARAP",220.875649375237,253.528115942029,20.2648488342847,11.6252646997351,32.8205010637993,17.8682937737602,21.5379293820767,29.4203106889095,8.09286940599041
"GABBR1",176.574012873911,83.0611594202899,139.078568494453,101.32751176465,109.858129528252,115.530850615713,18.540974414801,13.1912166334906,58.1206918294681
"GADD45B",69.8998822415752,89.6700724637681,384.833203426255,19.4615950284159,462.917193494279,19.7946707819919,152.121216583666,19.6415688256828,118.577077636967
"GAK",32.8202483907611,19.7293768115942,74.9351486412748,25.1817267483895,70.9454408804411,48.3108956476425,61.5055951555769,34.9302780686996,32.6571575455544
"GALC",14.000280954184,14.1701231884058,26.5773605030019,7.76684225421791,24.9044082573972,16.6170862333628,24.4092631140118,35.967608893305,35.3157556612516
"GALNT17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GALNT18",14.4077086330935,6.71173188405797,127.651913557267,17.1343732778366,286.326250317235,108.016377577591,31.6287202149066,22.4746102903599,34.1431499812854
"GALNT9",26.9583035554714,4.03660652173913,2.09964438717854,15.7162597860542,0,17.644992332907,0.397689424443982,0.463970679788621,0.80619636911039
"GALT",21.5142885270731,18.6517028985507,13.0922521671492,3.30478398584424,0.656186924031927,6.70902198567937,5.44783558956921,10.2518463466934,7.00759060559943
"GAMT",32.9195266944339,34.2522753623188,41.261441917121,70.4535642496092,36.8355568184759,61.8258710093281,31.2794645976065,88.7464623557363,38.5911893368705
"GAST",0.265629382809542,0.160934202898551,NA,NA,NA,NA,NA,NA,NA
"GATA4",0.0233978629307081,0.0159744057971014,1.6817576385432,0,0,0,0,0.130991123421647,0
"GBA",10.1565346838319,9.77126086956522,21.148377661015,56.3978024721857,33.0265250579877,32.439364990124,12.6332029070145,20.3444175684862,22.3473629043344
"GBAP1",6.91814388489209,4.19869420289855,NA,NA,NA,NA,NA,NA,NA
"GBF1",26.4395842483908,16.4252173913043,156.051756226805,180.261559090784,168.95692616316,133.236728767282,177.280259377188,127.049383845313,154.323419680589
"GCH1",4.11806152972359,5.98182608695652,33.4016424878973,55.2942388915768,28.5299003617432,8.48508656931502,14.1665052309412,8.84186347030184,7.1295857847489
"GDE1",37.1801109428247,37.4825362318841,22.9349351492196,61.6052606577849,43.0781785578406,35.7810118844014,14.8260890014803,49.5956929869758,28.9271337915481
"GDPD3",7.55408220371072,3.23514275362319,1.8154597563424,0.862074910861454,6.4968814968815,2.71909073605786,3.63994967462838,2.5959480558322,1.88807135399261
"GEN1",0.930349087466869,0.798958188405797,11.8405903236679,17.7531010056402,2.68524300714206,15.7367480012865,12.2521186416604,16.5560488726014,12.5323972263552
"GFAP",2037.00716773949,3825.01884057971,1464.98680333238,37.3803484291918,2147.61757298798,64.0870281976082,264.843995324589,76.9377880751778,250.84801490467
"GFRA2",4.84576657705415,2.55351811594203,21.9791453012031,36.8061486982323,56.5082121422464,41.650481795641,9.67107941474255,4.83313351465266,6.72634631345132
"GGNBP1",0.150429592578569,0.0339407971014493,NA,NA,NA,NA,NA,NA,NA
"GHDC",12.9981673608482,8.8025652173913,8.26812537424506,4.43376979889888,19.6999862123059,18.0524613379424,1.76136496018748,11.9667460234339,11.8800474727903
"GIN1",3.52586285497917,2.78665434782609,22.4360213415935,14.2275612507489,38.1711778034233,20.7078224658262,8.85184609548805,18.6861011987685,19.0975681174927
"GJC1",2.48729846648997,1.64185724637681,2.33153691385798,2.30416030080819,51.0230653368196,3.53770195587234,9.1617218986159,2.6035997959406,0.826074206245948
"GLB1L2",2.13622161681181,1.05509855072464,1.23564844905137,0,0,0,0,0.51444001387843,3.83534838282245
"GLB1L3",3.79741206739871,0.844675724637681,2.90533994346684,5.79795068783284,7.28884224029855,25.3109014818384,7.14006920557901,2.59146296638593,6.97107138842338
"GMFB",33.6058898144642,38.0566666666667,24.1218110913285,23.4435411897997,45.3054597895762,29.8219707049703,25.0906491988824,20.2343146129751,42.8821153993632
"GNA11",53.9050666414237,24.617652173913,13.648863724185,32.9023291788382,41.2377092577727,15.2549019476283,10.7232538054429,24.8259027284354,24.6262466477497
"GNA15",3.16492099962136,2.67971086956522,12.6414944649696,1.79449065386398,0,1.09658501494646,30.7321763523786,2.45196699374137,4.09402415510741
"GNG7",179.40438091632,79.8955797101449,379.728086994992,71.2300280439424,328.407094920697,85.0856283294155,446.216763883728,616.231549578934,312.565665070831
"GNL1",37.2295251798561,25.0995144927536,26.8467147696088,42.1974882247334,84.2354586263239,49.1012751107925,28.6954671901237,20.2398315720448,37.3395456233696
"GOLGA2P11",0.00245155812192351,0.00145720289855072,NA,NA,NA,NA,NA,NA,NA
"GOLGA3",15.28415221507,10.6905217391304,37.5811903863162,65.5620635624131,29.4588684474657,38.1326226934203,34.232394984603,27.1029890220216,26.1152060042251
"GOLGB1",17.185719045816,12.318847826087,104.574178009725,66.0859716540966,88.5502526695839,73.5538004920135,80.8107545246803,68.9373177377787,50.6601473346261
"GON4L",5.87790291556229,3.63269565217391,84.8951203967885,31.4279021937219,51.3653381771443,54.0848988917762,83.6441024009731,44.4199927797231,53.4813384575206
"GOSR2",7.40184059068535,6.67801449275362,NA,NA,NA,NA,NA,NA,NA
"GPAM",7.13619890193109,6.19011594202899,68.0272476235703,14.3887195207923,42.7573755624596,4.30799837054956,7.8179934778729,9.51804552464626,25.7200105369463
"GPANK1",7.89539946989777,7.02152173913043,21.9527089241958,27.4985606357562,40.472004172296,18.6855543216154,11.2400500538895,18.4382200386609,27.0795825322572
"GPAT2",1.86240035213934,1.33158405797101,8.05021977866884,0,0,2.51658586528727,3.58002529718296,8.56285100260034,3.9902461941037
"GPATCH8",23.8062758424839,9.21803043478261,268.241953325006,419.584441063563,382.658574482761,680.720092277367,297.930766503116,292.572710545045,310.863715471543
"GPCPD1",23.2730482014389,16.992652173913,63.7288395801779,28.9555957247098,167.610425951168,20.3082806467095,174.153540358667,14.0835253874717,77.179083106211
"GPNMB",9.23186406664142,7.56820072463768,21.6585756424259,3.22538548534305,26.2671513166171,2.43997423735773,37.8519176361376,4.0698006456634,35.1218735839983
"GPR139",0.191306014009845,0.0639376811594203,0.205318066429428,1.26251148885455,0,5.82916341513902,2.68961807423346,0.277327917955117,0.627054528851367
"GPR171",0.141088436577054,0.177416956521739,3.53778469529572,1.96032306124049,0,0,0,0.036318827154059,0.99150577006783
"GPR65",0.412315096554335,0.816239420289855,4.7774765894137,0,8.19918606008257,0,24.3117368323529,0.502530213356468,4.44301124813346
"GPR87",0.0665489625141992,0.0311844927536232,NA,NA,NA,NA,NA,NA,NA
"GPRC5B",159.21606209769,191.669855072464,332.459642860228,112.542789885474,278.56243495284,52.70545292306,145.052535009942,430.230419905326,249.060847938595
"GPRIN3",5.37896624006058,2.04867246376812,37.0056131675927,96.8261962227129,29.4635491870597,86.6714904065406,72.0788195567637,5.45360318329824,45.3110666543651
"GPS2",48.4675921999243,41.2057971014493,37.62977462392,52.4067640387334,44.2261242875985,42.9632301056132,36.3744470322354,28.552009456303,43.3292633550376
"GPSM3",7.44579856115108,12.1698550724638,13.1890433219035,0,8.08950225292638,0,79.3377247149206,2.58239607117015,4.24254014431608
"GPX1",106.217061719046,138.085,NA,NA,NA,NA,NA,NA,NA
"GPX5",0.00877195683453237,0.00410703623188406,NA,NA,NA,NA,NA,NA,NA
"GPX6",0.00327715221507005,0.000984492753623188,NA,NA,NA,NA,NA,NA,NA
"GRK5",13.1311850814086,8.49392028985507,34.6706596695541,39.3601752835042,83.3896985721776,53.4940557929312,93.1013395644558,18.019790262878,42.4447432958131
"GRN",26.6423491101855,29.1411449275362,59.5360952333125,41.5749358561826,49.2645245009753,45.7631111062132,118.188387984695,40.5195498071585,56.5581880208574
"GS1-124K5.11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GS1-124K5.4",10.3315850056797,10.3028405797101,NA,NA,NA,NA,NA,NA,NA
"GSDMC",0.202854500567967,0.64396847826087,0.524399682065364,0,0,0.43229017391466,0,0.0267129049242302,0
"GSG1L",7.16837747065505,10.0684717391304,40.1971582597485,96.3686070981529,35.0698933880944,133.964385470763,13.189186057427,10.963001213917,192.166979439638
"GSTM2P1",0.0782448769405528,0.0299735507246377,NA,NA,NA,NA,NA,NA,NA
"GTF2H3",11.475686482393,8.44005072463768,29.9111530319701,36.9427585787584,25.4623480386352,40.4256561800714,21.3515779751559,36.4680767999554,33.6501062177179
"GTF2H4",21.642071942446,9.78179710144927,NA,NA,NA,NA,NA,NA,NA
"GTF2IP23",0.712112453616055,0.759408260869565,NA,NA,NA,NA,NA,NA,NA
"GTF2IRD1P1",0.144020230973116,0.149479710144928,NA,NA,NA,NA,NA,NA,NA
"GTF3C6",52.7972586141613,61.4619565217391,54.2707058481275,70.5045681390693,49.8372012858999,21.9499897745404,27.0372973786553,38.6439082307972,68.6214643070367
"GUCY2D",0.118399244225672,0.131077586956522,2.32787491669974,6.23505407239116,0,1.63603419382632,0.20997154885513,2.36680270360721,4.42108114366799
"GUSB",18.4061340401363,13.3038115942029,41.0634576579508,12.4880768418686,30.9874347893865,23.7822150030158,57.2498699770104,37.4209338311596,33.5970506383651
"GUSBP2",0.282216413479743,0.371334347826087,NA,NA,NA,NA,NA,NA,NA
"H2AFY",17.48269897766,12.2752391304348,85.7337305479065,100.858131527945,84.4693878443966,91.6112275574243,147.290575105903,53.6437721918128,72.2428302807082
"H3F3A",15.9892438470276,14.1866231884058,33.6728689669431,2.67269237420248,4.77973530668786,3.21436670838889,44.7469807072815,17.2896666855322,27.4916982674608
"H3F3AP4",7.00723422945854,6.87789855072464,NA,NA,NA,NA,NA,NA,NA
"HAP1",10.3246234380916,6.3371231884058,13.7140740223479,19.4996280123903,45.1836372444955,45.9774190248678,8.89720528792325,3.85891307042798,45.7572460020819
"HAX1",71.7789928057554,60.0629710144928,55.2757560753197,51.1831802163506,101.386456780677,84.3410038842282,67.4797239861989,56.7156659534598,56.2336413060371
"HCAR1",0.145365285497917,0.117921202898551,NA,NA,NA,NA,NA,NA,NA
